,link,price,condo_fee,bedrooms,bathrooms,vacancies,total_area_m2,address,description,rua,bairro
4247,/imovel/venda-apartamento-3-quartos-com-elevador-parque-moscoso-vitoria-es-77m2-id-2619994456/,210000.0,450.0,3,1,0,77,"Rua Padre José de Anchieta, Parque Moscoso",Apartamento para venda tem 77 metros quadrados com 3 quartos em Parque Moscoso - Vitória - ES,Rua Padre José de Anchieta, Parque Moscoso
4248,/imovel/venda-apartamento-2-quartos-com-churrasqueira-jardim-da-penha-vitoria-es-64m2-id-2620190248/,750430.0,,2,2,1,64,"Rua Amélia Tartuce Nasser, Jardim da Penha",Pré-Lançamento! 2Q e 3Q e Garden em Jardim Penha - Localização Excelente!,Rua Amélia Tartuce Nasser, Jardim da Penha
4249,/imovel/venda-apartamento-3-quartos-com-piscina-jardim-camburi-vitoria-es-83m2-id-2578725266/,690000.0,450.0,3,1,2,83,Jardim Camburi,"Apartamento em Jardim Camburi! Com 3Qts, 1 Suíte, 2Vgs, 83m².",Jardim Camburi,
4250,/imovel/venda-apartamento-3-quartos-mobiliado-jardim-camburi-vitoria-es-65m2-id-2609400474/,450000.0,530.0,3,1,1,65,"Rua Florêncio Baptista, Jardim Camburi",Apartamento para venda tem 65 metros quadrados com 3 quartos em Jardim Camburi - Vitória - ES,Rua Florêncio Baptista, Jardim Camburi
4251,/imovel/venda-apartamento-1-quarto-com-piscina-praia-do-canto-vitoria-es-37m2-id-2609858010/,215000.0,570.0,1,1,1,37,Praia do Canto,"Apartamento à venda, 1 quarto, 1 vaga, Praia do Canto - Vitória/ES",Praia do Canto,
4252,/imovel/venda-apartamento-1-quarto-parque-moscoso-vitoria-es-47m2-id-2610999838/,145000.0,280.0,1,1,0,47,"Rua Padre José de Anchieta, Parque Moscoso",Apartamento com 1 dormitório à venda em Vitória,Rua Padre José de Anchieta, Parque Moscoso
4253,/imovel/venda-apartamento-2-quartos-com-piscina-santa-lucia-vitoria-es-60m2-id-2561563116/,550000.0,550.0,2,2,2,60,"Avenida Rio Branco, Santa Lúcia",Apartamento à venda com 60 m² 2 quartos/suíte em Santa Lúcia - Vitória - ES,Avenida Rio Branco, Santa Lúcia
4254,/imovel/venda-apartamento-3-quartos-jardim-camburi-vitoria-es-87m2-id-2593730946/,875000.0,600.0,3,3,2,87,Jardim Camburi,"APARTAMENTO RESIDENCIAL em VITÓRIA - ES, JARDIM CAMBURI",Jardim Camburi,
4255,/imovel/venda-apartamento-3-quartos-com-churrasqueira-praia-do-canto-vitoria-es-130m2-id-2620435276/,1250000.0,822.0,3,3,2,130,Praia do Canto,"Desfrute de uma vida urbana sofisticada em um amplo apartamento de 3 quartos em Praia do Canto, Vit",Praia do Canto,
4256,/imovel/venda-apartamento-2-quartos-com-piscina-bento-ferreira-vitoria-es-60m2-id-2624106528/,555300.0,,2,2,2,60,"Avenida Cezar Hilal, Bento Ferreira","LANÇAMENTO EM BENTO FERREIRA, PALAZZO VENETO, APARTAMENTOS 02 QUARTOS COM SUÍTE, LAZER COMPLETO, E",Avenida Cezar Hilal, Bento Ferreira
4257,/imovel/venda-apartamento-4-quartos-com-cozinha-jardim-da-penha-vitoria-es-140m2-id-2624462771/,1650000.0,1005.0,4,4,3,140,"Rua Arthur Czartoryski, Jardim da Penha",4 quartos transformado em 3 quartos com suítes em Jardim da Penha - Vitória/ES,Rua Arthur Czartoryski, Jardim da Penha
4258,/imovel/venda-apartamento-2-quartos-com-piscina-jardim-camburi-vitoria-es-60m2-id-2577857691/,580000.0,420.0,2,1,1,60,"Rua Desembargador Eurípdes Queiroz do Valle, Jardim Camburi","Apartamento com 2 quartos à venda, 60 m² - Jardim Camburi - Vitória/ES",Rua Desembargador Eurípdes Queiroz do Valle, Jardim Camburi
4259,/imovel/venda-apartamento-4-quartos-com-piscina-bento-ferreira-vitoria-es-285m2-id-2621495935/,1870000.0,1500.0,4,5,3,285,"Rua Coronel Schwab Filho, Bento Ferreira",Maravilhosa cobertura triplex com 4 quartos e 3 vagas de garagem em Bento Ferreira.,Rua Coronel Schwab Filho, Bento Ferreira
4260,/imovel/venda-apartamento-3-quartos-com-playground-barro-vermelho-vitoria-es-75m2-id-2602555888/,550000.0,403.0,3,2,1,75,"Rua José Luiz Gabeira, Barro Vermelho",Apartamento de 75m² em Barro Vermelho,Rua José Luiz Gabeira, Barro Vermelho
4261,/imovel/venda-apartamento-2-quartos-santa-lucia-vitoria-es-98m2-id-2614389225/,210000.0,,2,1,1,98,Santa Lúcia,Apartamento para venda possui 98 metros quadrados com 2 quartos,Santa Lúcia,
4262,/imovel/venda-apartamento-3-quartos-com-piscina-barro-vermelho-vitoria-es-91m2-id-2594420406/,959000.0,600.0,3,2,2,91,"Rua Paulo Miled, Barro Vermelho","Apartamento com 3 quartos à venda, 91 m² - Barro Vermelho - Vitória/ES",Rua Paulo Miled, Barro Vermelho
4263,/imovel/venda-apartamento-3-quartos-jardim-da-penha-vitoria-es-95m2-id-2574903112/,600000.0,459.0,3,2,1,95,Jardim da Penha,3 quartos com suíte em Jardim da Penha,Jardim da Penha,
4264,/imovel/venda-apartamento-3-quartos-jardim-da-penha-vitoria-es-120m2-id-2615854495/,469110.0,348.0,3,2,2,120,"Rua Maria Eleonora Pereira, Jardim da Penha",Apartamento em Rua Maria Eleonora Pereira - Jardim da Penha - Vitória/ES,Rua Maria Eleonora Pereira, Jardim da Penha
4265,/imovel/venda-apartamento-2-quartos-com-piscina-bento-ferreira-vitoria-es-55m2-id-2505239301/,490000.0,450.0,2,2,1,55,"Rua Manoel Gonçalves Carvalhinho, Bento Ferreira",Apartamento com 2 QUARTOS Bento Ferreira,Rua Manoel Gonçalves Carvalhinho, Bento Ferreira
4266,/imovel/venda-apartamento-1-quarto-centro-vitoria-es-54m2-id-2611006598/,125000.0,380.0,1,1,0,54,"Rua Barão de Monjardim, Centro",Apartamento com 1 dormitório à venda em Vitória,Rua Barão de Monjardim, Centro
4267,/imovel/venda-apartamento-4-quartos-com-cozinha-jardim-da-penha-vitoria-es-197m2-id-2557453074/,1050000.0,650.0,4,3,2,197,"Rua Ludwik Macal, Jardim da Penha",Amplo apartamento de 4 quartos em Jardim da Penha,Rua Ludwik Macal, Jardim da Penha
4268,/imovel/venda-apartamento-2-quartos-com-elevador-jardim-da-penha-vitoria-es-65m2-id-2615953528/,710000.0,550.0,2,2,1,65,"Avenida Dante Michelini, Jardim da Penha",Apartamento para venda tem 65 metros quadrados com 2 quartos em Jardim da Penha - Vitória - ES,Avenida Dante Michelini, Jardim da Penha
4269,/imovel/venda-apartamento-2-quartos-com-piscina-bento-ferreira-vitoria-es-55m2-id-2585927523/,464091.0,,2,2,1,55,Bento Ferreira,OPORTUNIDADE DE APARTAMENTO,Bento Ferreira,
4270,/imovel/venda-apartamento-3-quartos-com-cozinha-jardim-camburi-vitoria-es-85m2-id-2611088281/,230000.0,210.0,3,1,0,85,Jardim Camburi,Venda Apartamento 3 quartos Jardim Camburi Vitória,Jardim Camburi,
4271,/imovel/venda-apartamento-2-quartos-com-piscina-bento-ferreira-vitoria-es-70m2-id-2546857338/,620000.0,379.0,2,2,1,70,"Praça Prefeito Oswald Guimarães, Bento Ferreira","Apartamento com 2 dormitórios à venda, 70 m² por R$ 620.000,00 - Bento Ferreira - Vitória/ES",Praça Prefeito Oswald Guimarães, Bento Ferreira
4272,/imovel/venda-apartamento-3-quartos-jardim-camburi-vitoria-es-72m2-id-2620964516/,661337.0,0.0,3,2,1,72,"Avenida Eugênio Pacheco de Queiroz, Jardim Camburi",Apartamento para venda 72 m² 3 quartos 01 Suíte em Jardim Camburi - Vitória - ES,Avenida Eugênio Pacheco de Queiroz, Jardim Camburi
4273,/imovel/venda-apartamento-3-quartos-com-varanda-jardim-camburi-vitoria-es-110m2-id-2589441262/,620000.0,300.0,3,3,1,110,Jardim Camburi,"Apartamento à venda, 3 quartos, 1 suíte, 1 vaga, Jardim Camburi - Vitória/ES",Jardim Camburi,
4274,/imovel/venda-apartamento-4-quartos-com-piscina-jardim-da-penha-vitoria-es-120m2-id-2604885476/,1100000.0,,4,3,3,120,Jardim da Penha,"APARTAMENTO RESIDENCIAL em VITÓRIA - ES, JARDIM DA PENHA",Jardim da Penha,
4275,/imovel/venda-apartamento-2-quartos-jardim-camburi-vitoria-es-62m2-id-2611001179/,185000.0,220.0,2,1,0,62,"Avenida dos Expedicionários, Jardim Camburi",Apartamento com 2 dormitórios à venda em Vitória,Avenida dos Expedicionários, Jardim Camburi
4276,/imovel/venda-apartamento-3-quartos-jardim-da-penha-vitoria-es-140m2-id-2616316293/,1480000.0,550.0,3,3,2,140,"Rua Maria Eleonora Pereira, Jardim da Penha",cobertura top jardim da penha,Rua Maria Eleonora Pereira, Jardim da Penha
4277,/imovel/venda-apartamento-2-quartos-com-piscina-jardim-camburi-vitoria-es-67m2-id-2535952678/,770375.0,,2,2,1,67,"Rua Júlia Lacourt Penna, Jardim Camburi",Apartamento 2 quartos em Jardim Camburi - Vitória,Rua Júlia Lacourt Penna, Jardim Camburi
4278,/imovel/venda-apartamento-3-quartos-com-piscina-enseada-do-sua-vitoria-es-124m2-id-2623955682/,1696000.0,600.0,3,3,2,124,Enseada do Suá,Apartamento 3 Suítes no Honfleur Maison,Enseada do Suá,
4279,/imovel/venda-apartamento-3-quartos-com-cozinha-jardim-da-penha-vitoria-es-100m2-id-2575805737/,440000.0,531.0,3,2,1,100,"Rua Doutor Dido Fontes, Jardim da Penha","Apartamento à venda em jardim da Penha! São 100m², 3 quartos 1 banheiro social, ampla sala, cozinha,",Rua Doutor Dido Fontes, Jardim da Penha
4280,/imovel/venda-apartamento-1-quarto-mobiliado-jardim-camburi-vitoria-es-36m2-id-2611063831/,420000.0,350.0,1,1,1,36,"Avenida Manuel Nunes do Amaral Pereira, Jardim Camburi","Apartamento com 1 dormitório à venda, 36 m² por R$ 420.000,00 - Jardim Camburi - Vitória/ES",Avenida Manuel Nunes do Amaral Pereira, Jardim Camburi
4281,/imovel/venda-apartamento-2-quartos-santa-helena-vitoria-es-100m2-id-2612865109/,435000.0,,2,1,1,100,"Rua Almirante Soído, Santa Helena","Apartamento 02 quartos à venda em Santa Helena, Vitória-ES",Rua Almirante Soído, Santa Helena
4282,/imovel/venda-apartamento-2-quartos-mobiliado-jardim-camburi-vitoria-es-52m2-id-2613614429/,439000.0,,2,2,1,52,"Avenida Ranulpho Barbosa dos Santos, Jardim Camburi","Apartamento à Venda, Jardim Camburi, Vitória, ES",Avenida Ranulpho Barbosa dos Santos, Jardim Camburi
4283,/imovel/venda-apartamento-1-quarto-com-seguranca-interna-jardim-camburi-vitoria-es-36m2-id-2596289882/,430000.0,350.0,1,1,1,36,Jardim Camburi,"Apartamento em Jardim Camburi! Com 1 quarto, 1 vaga, 36m².",Jardim Camburi,
4284,/imovel/venda-apartamento-4-quartos-com-piscina-enseada-do-sua-vitoria-es-137m2-id-2557364937/,2290000.0,1000.0,4,4,3,137,"Rua Abiail do Amaral Carneiro, Enseada do Suá",4 quartos transformados em 3 suítes com vista de cinema e lazer na Enseada do Suá,Rua Abiail do Amaral Carneiro, Enseada do Suá
4285,/imovel/venda-apartamento-3-quartos-com-interfone-praia-do-canto-vitoria-es-85m2-id-2623419230/,720000.0,900.0,3,2,1,85,Praia do Canto,"Apartamento com 3 dormitórios à venda, 85 m² por R$ 720.000 - Praia do Canto - Vitória/ES",Praia do Canto,
4286,/imovel/venda-apartamento-2-quartos-praia-do-canto-vitoria-es-75m2-id-2612581148/,578000.0,0.0,2,2,1,75,"Avenida Rio Branco, Praia do Canto",Apartamento 2 quartos no miolo da Praia do Canto,Avenida Rio Branco, Praia do Canto
4287,/imovel/venda-apartamento-2-quartos-com-piscina-jardim-camburi-vitoria-es-57m2-id-2619753096/,500000.0,350.0,2,2,1,57,Jardim Camburi,Apto 2 quartos com lazer completo em Jardim Camburi,Jardim Camburi,
4288,/imovel/venda-apartamento-3-quartos-jardim-camburi-vitoria-es-80m2-id-2557088754/,790000.0,,3,3,2,80,"Rua Júlia Lacourt Penna, Jardim Camburi",Apartamento três quartos com suíte na quadra do mar,Rua Júlia Lacourt Penna, Jardim Camburi
4289,/imovel/venda-apartamento-1-quarto-jardim-camburi-vitoria-es-58m2-id-2621371706/,278000.0,250.0,1,2,1,58,"Rua Ruy Pinto Bandeira, Jardim Camburi","Apartamento para Venda, Vitória / ES",Rua Ruy Pinto Bandeira, Jardim Camburi
4290,/imovel/venda-apartamento-1-quarto-com-piscina-praia-do-sua-vitoria-es-33m2-id-2623633565/,360000.0,350.0,1,1,1,33,"Rua Neves Armond, Praia do Sua","Apartamento com 1 dormitório à venda, 33 m² por R$ 360.000,00 - Praia do Suá - Vitória/ES",Rua Neves Armond, Praia do Sua
4291,/imovel/venda-apartamento-3-quartos-praia-do-canto-vitoria-es-140m2-id-2591887598/,550000.0,400.0,3,2,1,140,"Avenida Rio Branco, Praia do Canto","Apartamento com 3 dormitórios à venda, 140 m² por R$ 550.000,00 - Praia do Canto - Vitória/ES",Avenida Rio Branco, Praia do Canto
4292,/imovel/venda-apartamento-3-quartos-com-cozinha-jardim-da-penha-vitoria-es-73m2-id-2595286870/,895308.0,0.0,3,2,2,73,"Rua José Neves Cypreste, Jardim da Penha","Um lançamento unico e modernaoem Jardim da Penha, 3 quartos. dormitórios à venda, 76 m² por R$ 895.3",Rua José Neves Cypreste, Jardim da Penha
4293,/imovel/venda-apartamento-3-quartos-com-salao-de-festas-bento-ferreira-vitoria-es-130m2-id-2615372819/,629520.0,600.0,3,2,1,130,"Rua Chafic Murad, Bento Ferreira",Apartamento em Rua Chafic Murad - Bento Ferreira - Vitória/ES,Rua Chafic Murad, Bento Ferreira
4294,/imovel/venda-apartamento-3-quartos-com-cozinha-praia-do-canto-vitoria-es-90m2-id-2620498634/,720000.0,900.0,3,2,1,90,"Rua Aleixo Netto, Praia do Canto","Apartamento de 90 m² com 03 Quartos, 02 Banheiros, 01 Vaga, por R$ 720.000",Rua Aleixo Netto, Praia do Canto
4295,/imovel/venda-apartamento-2-quartos-com-piscina-praia-do-canto-vitoria-es-72m2-id-2565765510/,893900.0,600.0,2,2,2,72,Praia do Canto,"APARTAMENTO RESIDENCIAL em VITÓRIA - ES, PRAIA DO CANTO",Praia do Canto,
4296,/imovel/venda-apartamento-2-quartos-praia-do-canto-vitoria-es-70m2-id-2602988899/,890000.0,,2,2,2,70,Praia do Canto,Apartamento em Praia do Canto - Vitória,Praia do Canto,
4297,/imovel/venda-apartamento-3-quartos-mobiliado-jardim-camburi-vitoria-es-210m2-id-2621537606/,1300000.0,,3,3,2,210,"Rua Carlos Martins, Jardim Camburi",Apartamento cobertura jardim camburi,Rua Carlos Martins, Jardim Camburi
4298,/imovel/venda-apartamento-2-quartos-mobiliado-jardim-camburi-vitoria-es-67m2-id-2591364872/,750000.0,380.0,2,2,2,67,"Avenida Governador Eurico Rezende, Jardim Camburi",Impecável e luxuoso apartamento para venda de 2 quartos com suíte em Jardim Camburi,Avenida Governador Eurico Rezende, Jardim Camburi
4299,/imovel/venda-apartamento-3-quartos-jardim-camburi-vitoria-es-85m2-id-2427506466/,345000.0,250.0,3,1,1,85,"Avenida Doutor Herwan Modenese Wanderley, Jardim Camburi","APARTAMENTO RESIDENCIAL em Vitória - ES, Jardim Camburi",Avenida Doutor Herwan Modenese Wanderley, Jardim Camburi
4300,/imovel/venda-apartamento-3-quartos-jardim-camburi-vitoria-es-85m2-id-2427506466/,345000.0,250.0,3,1,1,85,"Avenida Doutor Herwan Modenese Wanderley, Jardim Camburi","APARTAMENTO RESIDENCIAL em Vitória - ES, Jardim Camburi",Avenida Doutor Herwan Modenese Wanderley, Jardim Camburi
4301,/imovel/venda-apartamento-2-quartos-com-piscina-santa-lucia-vitoria-es-65m2-id-2503952915/,550000.0,450.0,2,2,2,65,"Avenida Rio Branco, Santa Lúcia",Apartamento para venda tem 65 metros quadrados com 2 quartos em Santa Lúcia - Vitória - ES,Avenida Rio Branco, Santa Lúcia
4302,/imovel/venda-apartamento-3-quartos-com-piscina-mata-da-praia-vitoria-es-147m2-id-2620405415/,2600000.0,1250.0,3,5,3,147,Mata da Praia,Venda Apartamento 3 quartos Mata da Praia Vitória,Mata da Praia,
4303,/imovel/venda-apartamento-2-quartos-com-piscina-jardim-camburi-vitoria-es-67m2-id-2582290077/,583220.0,390.0,2,1,1,67,"Rua Esméria Barros Deorce, Jardim Camburi",Apto's de 2Q c/ suíte e 1 VG - Residencial Argo Jd. Camburí,Rua Esméria Barros Deorce, Jardim Camburi
4304,/imovel/venda-apartamento-4-quartos-praia-do-canto-vitoria-es-180m2-id-2583777997/,2100000.0,,4,5,2,180,Praia do Canto,"Apartamento de 04 quartos à venda na Praia do Canto, Vitória - ES",Praia do Canto,
4305,/imovel/venda-apartamento-3-quartos-com-piscina-jardim-camburi-vitoria-es-133m2-id-2624489770/,1090000.0,600.0,3,3,2,133,"Avenida Dante Michelini, Jardim Camburi","Apartamento com 3 dormitórios à venda, 133 m² por R$ 1.090.000,00 - Jardim Camburi - Vitória/ES",Avenida Dante Michelini, Jardim Camburi
4306,/imovel/venda-cobertura-4-quartos-com-piscina-jardim-da-penha-vitoria-es-220m2-id-2561039058/,1690000.0,980.0,4,4,2,220,Jardim da Penha,COBERTURA DUPLEX EM JARDIM DA PENHA COM 220 M2 COM 4 QUARTOS E 2 SUÍTES PRÓXIMO A PRAIA,Jardim da Penha,
4307,/imovel/venda-apartamento-4-quartos-com-piscina-bento-ferreira-vitoria-es-147m2-id-2542523543/,1800000.0,660.0,4,4,5,147,"Rua Chafic Murad, Bento Ferreira","Apartamento de alto padrão em Bento Ferreira, tendo 4 quartos,4 suítes. Aceita imóvel de menor valor",Rua Chafic Murad, Bento Ferreira
4308,/imovel/venda-apartamento-2-quartos-mobiliado-jardim-camburi-vitoria-es-65m2-id-2618566738/,437000.0,350.0,2,2,1,65,"Rua Esther Oliveira Galveas, Jardim Camburi","APARTAMENTO MOBILIADO, 65m², 2 QUARTOS, ÓTIMA LOCALIZAÇÃO EM JARDIM CAMBURI;",Rua Esther Oliveira Galveas, Jardim Camburi
4309,/imovel/venda-apartamento-2-quartos-com-piscina-jardim-camburi-vitoria-es-74m2-id-2493175562/,693590.0,0.0,2,2,1,74,Jardim Camburi,"Apartamento 2 quartos com 75,43 m², 1 vaga de garagem em Jardim Camburi, Vitória/ES",Jardim Camburi,
4310,/imovel/venda-apartamento-2-quartos-com-piscina-bento-ferreira-vitoria-es-73m2-id-2583186308/,664600.0,,2,2,2,73,Bento Ferreira,"APARTAMENTO RESIDENCIAL em VITÓRIA - ES, BENTO FERREIRA",Bento Ferreira,
4311,/imovel/venda-apartamento-3-quartos-com-seguranca-interna-santa-lucia-vitoria-es-130m2-id-2540964017/,650000.0,602.0,3,2,1,130,Santa Lúcia,"Apartamento em Santa Lucia! Com 3Qts, 1Suíte, 1Vg, 130m².",Santa Lúcia,
4312,/imovel/venda-apartamento-3-quartos-jardim-da-penha-vitoria-es-90m2-id-2578421819/,525000.0,350.0,3,2,1,90,Jardim da Penha,3 quartos com suíte em Jardim da Penha,Jardim da Penha,
4313,/imovel/venda-apartamento-3-quartos-com-churrasqueira-jardim-camburi-vitoria-es-70m2-id-2605249317/,430000.0,400.0,3,2,1,70,"Rua Antiocho Carneiro de Mendonça, Jardim Camburi",3 quartos com suíte e elevador no miolo de Jardim Camburi,Rua Antiocho Carneiro de Mendonça, Jardim Camburi
4314,/imovel/venda-apartamento-1-quarto-jardim-da-penha-vitoria-es-35m2-id-2597651251/,260000.0,250.0,1,1,1,35,"Avenida Saturnino Rangel Mauro, Jardim da Penha","Apartamento com 1 Quarto, Elevador e Perto do comercio à venda, Jardim da Penha, Vitória, ES",Avenida Saturnino Rangel Mauro, Jardim da Penha
4315,/imovel/venda-apartamento-2-quartos-com-piscina-jardim-camburi-vitoria-es-65m2-id-2558557188/,569900.0,450.0,2,2,2,65,"Avenida Augusto Emílio Estelita Lins, Jardim Camburi",Vende-se Apto na planta JD Camburi,Avenida Augusto Emílio Estelita Lins, Jardim Camburi
4316,/imovel/venda-apartamento-3-quartos-barro-vermelho-vitoria-es-102m2-id-2607975317/,1490000.0,1250.0,3,3,2,102,"Rua da Grécia, Barro Vermelho",Apartamento para venda tem 102 metros quadrados com 3 quartos em Barro Vermelho - Vitória - ES,Rua da Grécia, Barro Vermelho
4317,/imovel/venda-apartamento-2-quartos-jardim-da-penha-vitoria-es-75m2-id-2549148475/,315000.0,300.0,2,2,1,75,"Praça Regina Frigeri Furno, Jardim da Penha",TRREO 02 QUARTOS MIOLO DE JARDIM DA PENHA OPORTUNIDADE,Praça Regina Frigeri Furno, Jardim da Penha
4318,/imovel/venda-apartamento-3-quartos-com-armario-de-cozinha-jardim-da-penha-vitoria-es-120m2-id-2618998774/,470000.0,,3,2,1,120,"Rua Maria Eleonora Pereira, Jardim da Penha","Excelente apartamento no Bairro mais desejado de Vitoria, Jardim da Penha com 120 metros, 2 vagas 3",Rua Maria Eleonora Pereira, Jardim da Penha
4319,/imovel/venda-apartamento-2-quartos-com-piscina-praia-do-canto-vitoria-es-70m2-id-2622120851/,730000.0,600.0,2,2,1,70,"Avenida Rio Branco, Praia do Canto","APARTAMENTO RESIDENCIAL em VITÓRIA - ES, PRAIA DO CANTO",Avenida Rio Branco, Praia do Canto
4320,/imovel/venda-apartamento-3-quartos-praia-do-canto-vitoria-es-140m2-id-2568038712/,890000.0,400.0,3,2,1,140,"Rua Affonso Cláudio, Praia do Canto","Apartamento 3 quartos à venda na Praia do Canto, Vitória ES",Rua Affonso Cláudio, Praia do Canto
4321,/imovel/venda-apartamento-4-quartos-com-piscina-praia-do-canto-vitoria-es-270m2-id-2568208573/,2500000.0,2000.0,4,5,2,270,Praia do Canto,"Apartamento com 4 dormitórios à venda, 270 m² por R$ 2.500.000,00 - Praia do Canto - Vitória/ES",Praia do Canto,
4322,/imovel/venda-apartamento-3-quartos-com-cozinha-centro-vitoria-es-120m2-id-2567807615/,300000.0,500.0,3,2,1,120,Centro,"Apartamento à venda, 120 m² por R$ 300.000,00 - Centro - Vitória/ES",Centro,
4323,/imovel/venda-apartamento-2-quartos-com-cozinha-jardim-da-penha-vitoria-es-48m2-id-2568615367/,519953.0,400.0,2,1,1,48,Jardim da Penha,"Apartamento com 2 dormitórios à venda, 47 m² por R$ 519.952,75 - Jardim da Penha - Vitória/ES",Jardim da Penha,
4324,/imovel/venda-apartamento-4-quartos-com-piscina-barro-vermelho-vitoria-es-150m2-id-2568211009/,1700000.0,900.0,4,4,2,150,Barro Vermelho,"Apartamento com 4 dormitórios à venda, 150 m² por R$ 1.700.000,00 - Barro Vermelho - Vitória/ES",Barro Vermelho,
4325,/imovel/venda-apartamento-2-quartos-praia-do-canto-vitoria-es-62m2-id-2550149169/,350000.0,346.0,2,2,0,62,Praia do Canto,"Apartamento de 2 quartos à venda na Praia do Canto, Vitória - ES.",Praia do Canto,
4326,/imovel/venda-apartamento-3-quartos-com-cozinha-jardim-da-penha-vitoria-es-152m2-id-2600401768/,1169587.0,0.0,3,2,1,152,"Rua José Neves Cypreste, Jardim da Penha","Um lançamento único e moderno em Jardim da Penha, 3 quartos.",Rua José Neves Cypreste, Jardim da Penha
4327,/imovel/venda-apartamento-1-quarto-barro-vermelho-vitoria-es-37m2-id-2613153151/,435000.0,0.0,1,1,1,37,"Rua Desembargador João Manoel de Carvalho, Barro Vermelho","Loft novo, 37 m² por R$ 435.000 - Barro Vermelho - Vitória/ES",Rua Desembargador João Manoel de Carvalho, Barro Vermelho
4328,/imovel/venda-apartamento-2-quartos-mobiliado-jardim-camburi-vitoria-es-55m2-id-2620424022/,449900.0,355.0,2,1,1,55,Jardim Camburi,Jardim Camburi - Apartamento 2 Quartos - Reformado,Jardim Camburi,
4329,/imovel/venda-apartamento-3-quartos-mobiliado-jardim-camburi-vitoria-es-66m2-id-2608778257/,470000.0,400.0,3,2,1,66,"Avenida dos Expedicionários, Jardim Camburi",Apartamento para venda com 66 metros quadrados com 2 quartos em Jardim Camburi - Vitória - ES,Avenida dos Expedicionários, Jardim Camburi
4330,/imovel/venda-apartamento-2-quartos-praia-do-canto-vitoria-es-75m2-id-2599217838/,577500.0,540.0,2,2,1,75,Praia do Canto,Apartamento 2 Quartos na Praia do Canto Av. Rio Branco,Praia do Canto,
4331,/imovel/venda-apartamento-3-quartos-barro-vermelho-vitoria-es-113m2-id-2568207786/,760000.0,0.0,3,3,2,113,Barro Vermelho,"Apartamento com 3 dormitórios à venda, 113 m² por R$ 760.000,00 - Barro Vermelho - Vitória/ES",Barro Vermelho,
4332,/imovel/venda-apartamento-2-quartos-com-piscina-mata-da-praia-vitoria-es-90m2-id-2535698582/,1050000.0,600.0,2,2,2,90,Mata da Praia,"Apartamento Duplex com 2 dormitórios à venda, 90 m² por R$ 1.050.000,00 - Mata da Praia - Vitória/ES",Mata da Praia,
4333,/imovel/venda-apartamento-1-quarto-centro-vitoria-es-54m2-id-2611004181/,125000.0,380.0,1,1,0,54,"Rua Barão de Monjardim, Centro",Apartamento com 1 dormitório à venda em Vitória,Rua Barão de Monjardim, Centro
4334,/imovel/venda-cobertura-4-quartos-com-piscina-jardim-da-penha-vitoria-es-537m2-id-2554229720/,2200000.0,1000.0,4,4,2,537,"Rua Laurentino Proença Filho, Jardim da Penha",Cobertura duplex para venda com 537 metros quadrados com 4 quartos sendo 2 suíte em Jardim da Penha,Rua Laurentino Proença Filho, Jardim da Penha
4335,/imovel/venda-apartamento-2-quartos-com-piscina-santa-luiza-vitoria-es-64m2-id-2556827454/,682920.0,,2,2,1,64,Santa Luíza,"Que tal ter ser dono de um apartamento de 64m² em Santa Luiza, pertinho do canal? Este imóvel pode",Santa Luíza,
4336,/imovel/venda-apartamento-3-quartos-mobiliado-enseada-do-sua-vitoria-es-100m2-id-2577574056/,1550000.0,800.0,3,3,2,100,Enseada do Suá,Highline square! Viver aqui é viver com tudo!,Enseada do Suá,
4337,/imovel/venda-apartamento-1-quarto-com-elevador-jardim-da-penha-vitoria-es-35m2-id-2568616664/,435000.0,400.0,1,1,1,35,Jardim da Penha,"Apartamento com 1 dormitório à venda, 35 m² por R$ 435.000,00 - Jardim da Penha - Vitória/ES",Jardim da Penha,
4338,/imovel/venda-apartamento-2-quartos-com-churrasqueira-bento-ferreira-vitoria-es-65m2-id-2566060251/,430000.0,,2,1,1,65,Bento Ferreira,Apartamento 2 Quartos - Varanda - Bento Ferreira,Bento Ferreira,
4339,/imovel/venda-apartamento-3-quartos-jardim-camburi-vitoria-es-75m2-id-2619121641/,720000.0,0.0,3,2,2,75,"Rua Agenor Amaro dos Santos, Jardim Camburi",DM- Apartamento para venda com 75 metros quadrados com 3 quartos em Jardim Camburi - Vitória - ES,Rua Agenor Amaro dos Santos, Jardim Camburi
4340,/imovel/venda-apartamento-3-quartos-com-piscina-jardim-camburi-vitoria-es-75m2-id-2585500978/,450000.0,400.0,3,2,1,75,"Avenida dos Expedicionários, Jardim Camburi",Apartamento para venda de 3 quartos em Jardim Camburi,Avenida dos Expedicionários, Jardim Camburi
4341,/imovel/venda-apartamento-3-quartos-com-elevador-praia-do-canto-vitoria-es-120m2-id-2615970832/,1150000.0,1000.0,3,3,2,120,"Rua Moacir Avidos, Praia do Canto","Apartamento à venda com120 m², 3 quartos em Praia do Canto - Vitória - ES",Rua Moacir Avidos, Praia do Canto
4342,/imovel/venda-apartamento-2-quartos-mobiliado-jardim-camburi-vitoria-es-55m2-id-2622836688/,450000.0,400.0,2,1,1,55,"Rua Esther Oliveira Galveas, Jardim Camburi",Apartamento para venda tem 62 metros quadrados com 2 quartos em Jardim Camburi - Vitória - ES,Rua Esther Oliveira Galveas, Jardim Camburi
